role,experience_years,education,num_projects,certifications,location_tier,company_type,skills,salary_lpa
Backend Developer,3.3,Bachelors,2,0,Tier-3,Startup,flask|java|postgresql|python|rest api|sql|system design,8.56
Machine Learning Engineer,1.5,Bachelors,4,0,Tier-2,Startup,deep learning|docker|keras|kubernetes|pytorch|sql|tensorflow,12.08
Cloud Engineer,10.3,Bachelors,2,0,Tier-2,Product-based,aws|ci/cd|docker|gcp|kubernetes|linux|terraform,25.6
Business Analyst,3.4,Bachelors,6,2,Tier-1,Product-based,data visualization|excel|jira|power bi|python|requirements gathering|sql|stakeholder management,11.51
Full Stack Developer,3.4,Bachelors,3,0,Tier-2,Service-based,css|django|docker|node.js|react|rest api,10.55
Cloud Engineer,1.7,Masters,7,2,Tier-2,Service-based,aws|azure|docker|gcp|jenkins|kubernetes|python,11.03
Software Engineer,3.0,Masters,6,1,Tier-2,Enterprise,data structures|git|linux|sql|system design,12.89
DevOps Engineer,1.1,Bachelors,3,0,Tier-1,Service-based,aws|azure|docker|jenkins|kubernetes|linux|python|system design|terraform,10.61
UI/UX Designer,3.2,Bachelors,3,1,Tier-2,Product-based,agile|prototyping|ui/ux design|user research|wireframing,11.34
Product Manager,2.6,Masters,4,1,Tier-1,Startup,agile|data visualization|jira|requirements gathering|user research,15.78
Product Manager,0.5,Bachelors,5,0,Tier-1,Service-based,a/b testing|jira|product management|stakeholder management|user research|wireframing,10.39
Cybersecurity Analyst,6.5,Bachelors,8,2,Tier-2,Service-based,linux|risk assessment|siem,15.49
UI/UX Designer,1.4,Bachelors,1,3,Tier-2,Product-based,prototyping|ui/ux design|user research|wireframing,9.55
Business Analyst,1.1,Bachelors,2,0,Tier-1,Startup,jira|power bi|python|requirements gathering|sql|stakeholder management|statistics,7.9
Software Engineer,3.9,Masters,2,0,Tier-2,Service-based,algorithms|data structures|git|java|oop|system design,10.14
Cybersecurity Analyst,0.4,Masters,7,1,Tier-2,Service-based,linux|network security|penetration testing|risk assessment|siem,8.38
Cybersecurity Analyst,2.4,Bachelors,3,2,Tier-3,Product-based,aws|azure|ci/cd|linux|network security|penetration testing|risk assessment|siem,8.83
Data Scientist,0.7,Masters,2,1,Tier-2,Startup,data visualization|deep learning|excel|machine learning|pandas|python|scikit-learn|sql|tensorflow,11.75
Data Scientist,2.1,Masters,3,2,Tier-1,Enterprise,data visualization|machine learning|matplotlib|pandas|power bi|python|statistics|tensorflow,14.14
Machine Learning Engineer,2.5,Bachelors,4,0,Tier-1,Startup,deep learning|docker|machine learning|python|scikit-learn|tensorflow,15.56
Machine Learning Engineer,1.4,Bachelors,4,0,Tier-2,Product-based,aws|docker|machine learning|python|pytorch|scikit-learn|tensorflow,12.14
Cybersecurity Analyst,1.0,Masters,5,2,Tier-1,Product-based,network security|penetration testing|risk assessment|siem,14.02
Backend Developer,0.7,Masters,3,1,Tier-1,Product-based,django|java|node.js|postgresql|python|redis|rest api|sql,12.84
Full Stack Developer,0.6,Bachelors,3,2,Tier-1,Service-based,css|flask|html|javascript|node.js|python|react|sql|typescript,7.25
UI/UX Designer,14.2,Masters,6,0,Tier-2,Product-based,a/b testing|agile|css|figma|ui/ux design|wireframing,23.15
Data Analyst,0.3,Bachelors,2,0,Tier-1,Startup,data visualization|excel|power bi|r|requirements gathering|sql|statistics|tableau,7.0
Product Manager,0.3,Bachelors,5,2,Tier-2,Startup,a/b testing|agile|jira|product management|requirements gathering|stakeholder management,11.02
AI Engineer,3.2,Bachelors,2,2,Tier-1,Product-based,aws|computer vision|kubernetes|machine learning|nlp|python|pytorch|system design,23.48
Full Stack Developer,0.9,Masters,2,2,Tier-1,Service-based,css|django|html|javascript|node.js|python|react|rest api|typescript,9.56
Business Analyst,0.7,Bachelors,5,0,Tier-2,Product-based,data visualization|excel|power bi|requirements gathering|sql|stakeholder management,6.61
Product Manager,0.8,Bachelors,5,0,Tier-1,Product-based,a/b testing|agile|data visualization|product management|requirements gathering|stakeholder management|user research|wireframing,17.07
Business Analyst,1.4,PhD,4,0,Tier-3,Product-based,power bi|python|requirements gathering|sql|statistics,9.21
Machine Learning Engineer,13.3,Bachelors,4,1,Tier-3,Product-based,deep learning|docker|keras|machine learning|python|pytorch|scikit-learn|system design|tensorflow,36.15
Business Analyst,2.2,Masters,3,0,Tier-2,Enterprise,data visualization|excel|power bi|sql|stakeholder management|statistics,10.17
Cloud Engineer,0.7,Bachelors,4,0,Tier-2,Startup,docker|gcp|kubernetes|linux|python|system design|terraform,8.59
Business Analyst,6.1,Masters,8,2,Tier-1,Product-based,data visualization|excel|jira|power bi|requirements gathering|sql|stakeholder management,16.3
DevOps Engineer,2.0,Masters,1,2,Tier-1,Product-based,aws|ci/cd|jenkins|kubernetes|linux|terraform,18.24
Cybersecurity Analyst,0.6,Masters,5,1,Tier-1,Product-based,azure|network security|penetration testing|python|siem,12.92
Software Engineer,1.5,Masters,2,1,Tier-2,Product-based,c++|data structures|java|linux|oop|rest api|sql,11.28
Data Scientist,0.5,Masters,1,1,Tier-2,Startup,matplotlib|numpy|pandas|python|scikit-learn|sql,9.67
Frontend Developer,4.6,Masters,6,0,Tier-2,Product-based,css|git|html|javascript|react|typescript,12.9
AI Engineer,4.5,Bachelors,7,0,Tier-1,Service-based,computer vision|deep learning|machine learning|nlp|python|pytorch|tensorflow,17.39
Product Manager,3.3,Bachelors,4,0,Tier-3,Enterprise,a/b testing|agile|product management|requirements gathering|sql|stakeholder management,15.8
Data Scientist,3.3,Bachelors,3,0,Tier-2,Startup,machine learning|numpy|pandas|scikit-learn|sql,14.62
Data Scientist,3.5,Bachelors,4,0,Tier-2,Service-based,matplotlib|numpy|pandas|python|scikit-learn|sql|statistics|tensorflow,12.48
DevOps Engineer,9.1,Masters,4,1,Tier-2,Service-based,aws|docker|kubernetes|linux|terraform,22.21
DevOps Engineer,0.1,Bachelors,4,2,Tier-2,Service-based,aws|ci/cd|docker|kubernetes|terraform,6.84
Software Engineer,5.0,Masters,3,1,Tier-1,Service-based,algorithms|c++|data structures|git|java|oop|system design,11.4
DevOps Engineer,2.9,PhD,3,0,Tier-1,Service-based,aws|azure|ci/cd|docker|jenkins|kubernetes|linux|terraform,13.4
Business Analyst,0.0,Masters,7,3,Tier-1,Enterprise,data visualization|excel|power bi|python|requirements gathering|sql|statistics,10.9
Cybersecurity Analyst,5.8,Bachelors,3,0,Tier-2,Service-based,aws|ci/cd|linux|penetration testing|python|risk assessment|siem,13.61
Data Analyst,0.2,Masters,3,1,Tier-1,Enterprise,excel|power bi|python|sql|tableau,8.25
Business Analyst,0.5,PhD,5,2,Tier-3,Product-based,excel|jira|power bi|stakeholder management|statistics,9.59
Frontend Developer,1.2,Bachelors,3,1,Tier-1,Service-based,figma|git|javascript|react,8.52
Frontend Developer,14.7,Masters,5,0,Tier-3,Startup,agile|figma|git|html|javascript|node.js|react,24.92
DevOps Engineer,0.2,Bachelors,4,0,Tier-1,Enterprise,aws|docker|jenkins|kubernetes|linux|terraform,9.78
Frontend Developer,9.7,Masters,4,1,Tier-3,Service-based,agile|git|html|react|rest api|typescript,12.68
Data Analyst,1.8,Masters,7,1,Tier-2,Enterprise,data visualization|python|sql|statistics|tableau,10.67
Frontend Developer,0.9,Bachelors,4,0,Tier-1,Startup,css|git|html|javascript|node.js|typescript,9.32
Machine Learning Engineer,1.2,Bachelors,3,1,Tier-3,Service-based,docker|python|pytorch|scikit-learn|system design,7.46
Business Analyst,0.4,Bachelors,3,1,Tier-1,Product-based,agile|data visualization|excel|power bi|python|sql|stakeholder management|statistics,8.89
Cybersecurity Analyst,0.8,Masters,2,1,Tier-1,Product-based,aws|ci/cd|network security|penetration testing|risk assessment|siem,12.0
Machine Learning Engineer,1.9,Masters,6,3,Tier-1,Product-based,airflow|deep learning|docker|machine learning|python|pytorch|scikit-learn|tensorflow,17.74
Frontend Developer,0.4,Masters,3,1,Tier-2,Service-based,figma|git|html|javascript|react,7.3
DevOps Engineer,9.0,Masters,5,1,Tier-2,Startup,aws|azure|ci/cd|docker|jenkins|kubernetes|linux|python|terraform,24.37
Backend Developer,1.3,Bachelors,2,2,Tier-3,Startup,java|mongodb|node.js|postgresql|python|system design,7.25
Business Analyst,6.5,Masters,2,0,Tier-1,Service-based,agile|data visualization|excel|power bi|python|requirements gathering|stakeholder management|statistics,13.31
Cybersecurity Analyst,4.6,Bachelors,5,0,Tier-2,Startup,aws|ci/cd|penetration testing|risk assessment|siem,13.21
Software Engineer,3.0,Bachelors,5,1,Tier-2,Service-based,data structures|git|java|oop,10.06
AI Engineer,7.5,Bachelors,1,0,Tier-1,Product-based,computer vision|docker|python|pytorch|scikit-learn|system design|tensorflow,30.48
Full Stack Developer,0.8,Bachelors,7,1,Tier-2,Enterprise,django|docker|javascript|node.js|python|react|rest api|sql,7.97
Cloud Engineer,3.8,Bachelors,3,1,Tier-1,Service-based,aws|ci/cd|docker|jenkins|kubernetes|linux|system design,15.23
UI/UX Designer,0.9,Bachelors,5,1,Tier-1,Startup,agile|css|figma|user research|wireframing,7.89
Product Manager,5.6,Bachelors,4,0,Tier-2,Enterprise,a/b testing|data visualization|product management|requirements gathering|stakeholder management|user research|wireframing,22.97
AI Engineer,5.2,Bachelors,4,1,Tier-1,Product-based,aws|computer vision|machine learning|nlp|python|pytorch,23.81
Full Stack Developer,7.5,Bachelors,6,0,Tier-1,Service-based,css|react|rest api|sql|typescript,18.05
Data Analyst,0.1,Bachelors,7,3,Tier-2,Product-based,data visualization|matplotlib|python|sql|tableau,8.49
Business Analyst,3.0,Bachelors,2,0,Tier-1,Enterprise,data visualization|excel|power bi|requirements gathering|sql|stakeholder management,9.71
Software Engineer,4.4,Bachelors,6,1,Tier-1,Service-based,agile|algorithms|c++|java|linux|oop|rest api|system design,13.98
Frontend Developer,0.1,Bachelors,5,0,Tier-2,Service-based,agile|css|git|html|javascript,5.93
Data Scientist,4.7,Bachelors,3,3,Tier-1,Service-based,data visualization|deep learning|numpy|pandas|power bi|scikit-learn|sql|tensorflow,18.12
Business Analyst,1.9,Bachelors,7,0,Tier-2,Product-based,data visualization|excel|jira|python|requirements gathering|sql|stakeholder management,9.12
Data Analyst,2.0,Bachelors,2,0,Tier-1,Product-based,data visualization|excel|python|requirements gathering|sql|statistics|tableau,10.87
Frontend Developer,1.6,Bachelors,2,0,Tier-1,Startup,git|html|react|typescript,10.02
Product Manager,0.6,Masters,5,1,Tier-1,Enterprise,a/b testing|agile|data visualization|product management|requirements gathering|sql|stakeholder management,17.66
Data Analyst,6.7,Bachelors,3,2,Tier-1,Product-based,power bi|requirements gathering|sql|statistics,19.37
UI/UX Designer,0.4,PhD,3,0,Tier-1,Startup,figma|ui/ux design|user research|wireframing,10.31
Frontend Developer,2.3,Masters,5,0,Tier-1,Enterprise,figma|git|javascript|node.js|typescript,11.42
Cybersecurity Analyst,3.8,Bachelors,2,2,Tier-2,Enterprise,aws|linux|network security|penetration testing|siem,13.07
AI Engineer,1.4,Bachelors,1,0,Tier-2,Product-based,computer vision|deep learning|machine learning|nlp|pytorch|tensorflow,15.25
Software Engineer,0.4,Bachelors,5,0,Tier-3,Service-based,c++|data structures|git|java|oop|system design,5.58
Machine Learning Engineer,1.4,Bachelors,3,2,Tier-2,Startup,deep learning|machine learning|python|pytorch|scikit-learn|tensorflow,12.69
Software Engineer,5.4,Masters,4,1,Tier-1,Service-based,c++|data structures|oop|sql|system design,14.03
Frontend Developer,12.4,Masters,1,2,Tier-1,Product-based,agile|css|figma|html|javascript|react|typescript,29.04
DevOps Engineer,0.2,Masters,4,0,Tier-3,Startup,azure|ci/cd|docker|jenkins|kubernetes|linux|python,7.38
Backend Developer,1.4,Bachelors,4,0,Tier-2,Startup,java|postgresql|redis|sql|system design,9.16
Cybersecurity Analyst,4.8,Bachelors,4,1,Tier-1,Startup,azure|network security|penetration testing|risk assessment|siem,16.18
Machine Learning Engineer,0.7,Bachelors,6,1,Tier-2,Startup,aws|deep learning|docker|machine learning|pytorch|scikit-learn|xgboost,11.06
Business Analyst,1.7,Bachelors,2,2,Tier-1,Product-based,data visualization|excel|requirements gathering|sql|stakeholder management,10.38
DevOps Engineer,1.5,Bachelors,4,2,Tier-2,Product-based,ci/cd|docker|linux,12.69
Machine Learning Engineer,0.5,Bachelors,2,1,Tier-3,Enterprise,deep learning|docker|keras|machine learning|python|pytorch|scikit-learn,8.45
Full Stack Developer,0.3,Bachelors,2,2,Tier-2,Service-based,css|django|docker|html|python|react|sql,6.92
UI/UX Designer,13.7,Bachelors,5,1,Tier-2,Service-based,html|ui/ux design|user research|wireframing,19.0
Data Scientist,1.5,Masters,3,1,Tier-1,Startup,data visualization|excel|machine learning|matplotlib|numpy|pandas|power bi|scikit-learn|sql|statistics,12.94
Cybersecurity Analyst,3.8,Bachelors,5,0,Tier-2,Startup,linux|penetration testing|risk assessment|siem,11.93
DevOps Engineer,0.4,Bachelors,3,0,Tier-1,Startup,aws|azure|gcp|jenkins|linux|python|terraform,9.69
DevOps Engineer,1.0,Masters,3,2,Tier-2,Service-based,aws|azure|ci/cd|docker|jenkins|kubernetes|linux|python,8.65
Software Engineer,0.7,Bachelors,7,4,Tier-1,Product-based,algorithms|data structures|git|java|oop,11.42
Cloud Engineer,0.0,Masters,4,0,Tier-2,Service-based,aws|ci/cd|docker|gcp|linux|python|system design|terraform,8.66
Cloud Engineer,2.5,Bachelors,6,4,Tier-3,Service-based,aws|azure|ci/cd|docker|gcp|kubernetes|linux|terraform,9.58
Software Engineer,0.3,Masters,2,0,Tier-1,Service-based,agile|algorithms|java|linux|oop|sql|system design,8.35
DevOps Engineer,0.9,Masters,1,0,Tier-2,Startup,aws|azure|ci/cd|docker|gcp|jenkins|kubernetes|linux|system design|terraform,11.05
Data Analyst,1.3,Bachelors,4,2,Tier-1,Service-based,data visualization|excel|numpy|power bi|python|sql|statistics|tableau,6.46
DevOps Engineer,1.0,Bachelors,3,0,Tier-1,Product-based,aws|docker|jenkins|kubernetes|python|terraform,12.1
Software Engineer,5.2,Bachelors,4,2,Tier-1,Service-based,c++|data structures|git|java|oop|sql,14.43
Full Stack Developer,4.3,Bachelors,6,0,Tier-1,Service-based,docker|html|javascript|mongodb|node.js|react|rest api|sql|typescript,12.32
Frontend Developer,0.6,Bachelors,2,0,Tier-1,Enterprise,agile|css|html|javascript|typescript,8.96
Machine Learning Engineer,4.9,Bachelors,3,0,Tier-1,Startup,deep learning|docker|machine learning|python|scikit-learn|tensorflow,20.35
Cloud Engineer,0.6,Bachelors,5,1,Tier-3,Product-based,aws|docker|jenkins|system design|terraform,9.93
Machine Learning Engineer,2.0,Bachelors,3,2,Tier-1,Product-based,docker|python|pytorch|scikit-learn|tensorflow,14.91
Machine Learning Engineer,0.4,Bachelors,1,0,Tier-1,Service-based,deep learning|docker|machine learning|python|pytorch|scikit-learn|tensorflow,8.79
Business Analyst,1.1,Bachelors,3,0,Tier-1,Product-based,data visualization|excel|power bi|python|requirements gathering|sql,8.19
Full Stack Developer,1.6,Masters,6,1,Tier-1,Startup,css|django|html|javascript|mongodb|node.js|python|react,13.79
Data Analyst,3.9,Masters,2,0,Tier-1,Service-based,data visualization|excel|numpy|pandas|python|r|statistics|tableau,10.73
Full Stack Developer,0.0,Bachelors,4,1,Tier-3,Product-based,css|docker|html|javascript|mongodb|node.js|react|rest api|sql|typescript,6.71
Machine Learning Engineer,0.4,Bachelors,2,0,Tier-1,Product-based,deep learning|docker|keras|kubernetes|python|pytorch|scikit-learn|xgboost,12.37
Cybersecurity Analyst,2.7,Masters,3,1,Tier-1,Startup,aws|ci/cd|linux|penetration testing|python|risk assessment|siem,13.24
Frontend Developer,3.9,Bachelors,4,4,Tier-1,Service-based,agile|css|git|html|javascript|react|rest api,12.29
Cloud Engineer,0.7,Masters,4,1,Tier-2,Startup,aws|ci/cd|gcp|kubernetes|terraform,10.91
Backend Developer,6.3,Bachelors,5,0,Tier-1,Service-based,java|node.js|system design,15.07
Software Engineer,6.6,Masters,2,0,Tier-3,Product-based,data structures|git|java|oop|system design,13.1
Machine Learning Engineer,0.8,Bachelors,5,0,Tier-2,Service-based,airflow|machine learning|pytorch|scikit-learn|xgboost,8.63
Full Stack Developer,12.6,Bachelors,3,0,Tier-1,Startup,html|javascript|node.js|react|rest api|sql,26.44
Product Manager,0.8,Bachelors,3,3,Tier-1,Service-based,a/b testing|agile|jira|product management|requirements gathering|user research|wireframing,12.67
Machine Learning Engineer,1.0,Bachelors,4,0,Tier-1,Product-based,kubernetes|machine learning|python|pytorch|sql|xgboost,14.93
UI/UX Designer,0.5,PhD,2,0,Tier-3,Enterprise,a/b testing|agile|figma|prototyping|wireframing,6.93
Data Analyst,0.4,Masters,6,2,Tier-2,Startup,data visualization|numpy|power bi|requirements gathering|sql|statistics|tableau,8.51
DevOps Engineer,1.7,Masters,4,0,Tier-1,Service-based,aws|gcp|jenkins|terraform,11.88
Cloud Engineer,0.4,Bachelors,3,0,Tier-2,Service-based,aws|azure|ci/cd|docker|gcp|kubernetes|linux|system design|terraform,8.09
UI/UX Designer,3.5,Bachelors,2,1,Tier-2,Enterprise,figma|prototyping|ui/ux design|user research,10.28
Machine Learning Engineer,1.9,Masters,4,1,Tier-3,Enterprise,deep learning|docker|machine learning|python|pytorch|scikit-learn|tensorflow,11.21
Backend Developer,3.7,PhD,3,0,Tier-2,Enterprise,postgresql|sql|system design,14.4
AI Engineer,4.5,Bachelors,3,0,Tier-1,Startup,computer vision|nlp|pytorch|scikit-learn,22.11
AI Engineer,0.4,PhD,5,1,Tier-1,Service-based,computer vision|machine learning|nlp|python|pytorch|system design|tensorflow,13.64
Software Engineer,1.0,Bachelors,8,2,Tier-1,Enterprise,algorithms|c++|git|java|linux|oop|python|rest api|system design,11.02
Backend Developer,6.9,Bachelors,8,1,Tier-1,Product-based,java|node.js|postgresql|python|rest api|system design,23.97
Cloud Engineer,1.1,Bachelors,4,2,Tier-2,Product-based,aws|azure|ci/cd|docker|gcp|python|system design,12.5
DevOps Engineer,6.6,Bachelors,5,1,Tier-1,Enterprise,aws|ci/cd|docker|kubernetes|linux|python|terraform,21.83
Machine Learning Engineer,0.2,Masters,5,0,Tier-3,Product-based,aws|deep learning|docker|machine learning|python|pytorch|scikit-learn,10.47
Data Analyst,3.4,Bachelors,1,0,Tier-2,Product-based,excel|numpy|power bi|python|statistics|tableau,10.38
